mainshock_name,mainshock_time,mainshock_magnitude,aftershock_time,aftershock_magnitude,aftershock_place,aftershock_latitude,aftershock_longitude
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-18 00:23:16.582,4.2,"35 km E of Aras-asan, Philippines",8.8997,126.6376
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-18 03:58:59.547,4.6,"108 km E of Aras-asan, Philippines",8.818,127.2945
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-18 15:50:09.090,4.6,"47 km ENE of Aras-asan, Philippines",8.9741,126.7375
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-19 08:37:41.284,4.3,"102 km E of Marihatag, Philippines",8.6703,127.2214
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-20 01:45:01.277,4.2,"78 km ENE of Hinatuan, Philippines",8.6381,126.9927
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-21 17:25:55.853,4.6,"81 km E of Aras-asan, Philippines",8.892,127.0558
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-21 21:20:17.210,4.2,"94 km E of Aras-asan, Philippines",8.9034,127.1686
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-23 11:18:24.445,4.3,"103 km E of Aras-asan, Philippines",8.8867,127.2548
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-23 16:38:34.934,5.2,"56 km E of Aras-asan, Philippines",8.8625,126.8234
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-24 02:02:51.931,4.6,"57 km ENE of Hinatuan, Philippines",8.5627,126.8172
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-25 03:21:05.599,4.2,"45 km E of Cortes, Philippines",9.2851,126.6053
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-25 07:19:26.506,4.5,"102 km E of Aras-asan, Philippines",8.997,127.2369
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-28 20:35:56.817,4.5,"69 km E of Cortes, Philippines",9.2977,126.8191
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-30 19:29:41.325,4.3,"89 km ENE of Barcelona, Philippines",8.577,127.1346
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-31 00:23:43.953,4.4,"20 km ENE of Aras-asan, Philippines",8.9434,126.4849
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-31 00:53:05.180,4.2,"54 km ESE of Marihatag, Philippines",8.6464,126.7683
